customer_id,customer_name,city,city_tier,age_group,gender,acquisition_channel,membership_tier,registration_date,preferred_slot,phone_number
CUST02537,Kunal Patel,Delhi,Tier 1,36-45,Male,Paid Ads,None,2023-06-06,Evening 4-8 PM,9554650778
CUST02538,Kritika Khurana,Delhi,Tier 1,26-35,Male,Paid Ads,None,2021-07-10,Afternoon 10-2 PM,9681716771
CUST02539,Manish Arora,Pune,Tier 2,36-45,Female,Referral,Silver,2022-09-18,Evening 4-8 PM,9259768794
CUST02540,Sanjay Pandey,Bengaluru,Tier 1,36-45,Male,Organic,None,2022-02-17,Afternoon 10-2 PM,9678529899
CUST02541,Nikhil Kapoor,Hyderabad,Tier 1,26-35,Male,Offline,Gold,2023-02-20,Evening 4-8 PM,9885608295
CUST02542,Simran Choudhary,Mumbai,Tier 1,36-45,Female,Organic,Gold,2021-12-28,Morning 6-10 AM,9243399056
CUST02543,Rohit Verma,Delhi,Tier 1,26-35,Male,Influencer,Silver,2022-12-13,Morning 6-10 AM,9700696681
CUST02544,Vidya Naidu,Hyderabad,Tier 1,36-45,Male,Organic,None,2023-09-10,Late Night 8-11 PM,9367081115
CUST02545,Dhruv Gowda,Delhi,Tier 1,60+,Male,Organic,Platinum,2023-08-22,Evening 4-8 PM,
CUST02546,Vivek Jain,Delhi,Tier 1,26-35,Male,Referral,Silver,2022-07-16,Afternoon 10-2 PM,9588906086
CUST02547,Prachi Das,Mumbai,Tier 1,36-45,Female,Paid Ads,Gold,2023-06-08,Afternoon 10-2 PM,9756368209
CUST02548,Sonali Verma,Delhi,Tier 1,26-35,Male,Referral,None,2021-02-15,Evening 4-8 PM,9565177461
CUST02549,Deepa Kamath,Delhi,Tier 1,26-35,Male,Organic,None,2022-03-17,Morning 6-10 AM,9868610421
CUST02550,Soham Joshi,Jaipur,Tier 2,26-35,,Paid Ads,Silver,2022-10-30,Afternoon 10-2 PM,9682848040
CUST02551,Siddharth Verma,Pune,Tier 2,36-45,Male,Referral,Gold,2022-01-06,Morning 6-10 AM,9495069737
CUST02552,Hansika Pandey,Hyderabad,Tier 1,36-45,Male,Influencer,Gold,2022-07-24,Late Night 8-11 PM,9793329066
CUST02553,Shreya Tiwari,Bengaluru,Tier 1,46-60,Female,Offline,Silver,2022-09-29,Afternoon 10-2 PM,9904651333
CUST02554,Kunal Nayak,Jaipur,Tier 2,36-45,Male,Influencer,None,2021-12-10,Afternoon 10-2 PM,9233543031
CUST02555,Ananya Kamath,Bengaluru,Tier 1,18-25,Male,Influencer,None,2022-10-25,Evening 4-8 PM,9559381725
CUST02556,Sanjay Gowda,Pune,Tier 2,46-60,Male,Referral,None,2022-05-26,Evening 4-8 PM,9362523228
CUST02557,Shreya Gowda,Pune,Tier 2,36-45,Male,Paid Ads,Gold,2022-12-20,Morning 6-10 AM,9190817227
CUST02558,Deepa Kamath,Mumbai,Tier 1,36-45,Male,Paid Ads,None,2021-06-22,Evening 4-8 PM,9323763757
CUST02559,Rahul Sethi,Mumbai,Tier 1,46-60,Female,Organic,None,2023-09-30,Evening 4-8 PM,9914955746
CUST02560,Namrata Roy,Delhi,Tier 1,26-35,Male,Offline,Gold,2022-03-18,Evening 4-8 PM,9326865375
CUST02561,Pankaj Mishra,Hyderabad,Tier 1,26-35,Female,Referral,Silver,2022-04-22,Evening 4-8 PM,
CUST02562,Meera Shah,Lucknow,Tier 2,26-35,Female,Organic,None,2021-04-08,Evening 4-8 PM,9233178211
CUST02563,Rajan Bose,Ahmedabad,Tier 2,46-60,Male,Influencer,None,2023-04-27,Morning 6-10 AM,9521350588
CUST02564,Ramesh Anand,Delhi,Tier 1,18-25,Female,Influencer,None,2023-09-28,Late Night 8-11 PM,9632356105
CUST02565,Sanika Bhatia,Lucknow,Tier 2,26-35,Male,Organic,None,2023-10-26,Morning 6-10 AM,9480256642
CUST02566,Soham Tripathi,Ahmedabad,Tier 2,26-35,Male,Influencer,None,2022-05-07,Morning 6-10 AM,9698689074
CUST02567,Anika Kapoor,Delhi,Tier 1,46-60,Male,Influencer,Silver,2022-12-28,Afternoon 10-2 PM,9476595909
CUST02568,Deepak Gupta,Mumbai,Tier 1,26-35,Male,Organic,None,2021-05-02,Evening 4-8 PM,
CUST02569,Sachin Patel,Mumbai,Tier 1,36-45,Male,Organic,Gold,2023-03-27,Afternoon 10-2 PM,9360026075
CUST02570,Tanmay Kapoor,Pune,Tier 2,26-35,Female,Offline,None,2023-05-16,Morning 6-10 AM,9293588551
CUST02571,Mihir Iyer,Jaipur,Tier 2,46-60,Male,Organic,None,2021-01-28,Evening 4-8 PM,
CUST02572,Zoya Tripathi,Delhi,Tier 1,18-25,Male,Organic,None,2023-01-11,Morning 6-10 AM,
CUST02573,Bhuvan Desai,Hyderabad,Tier 1,36-45,,Influencer,None,2021-06-27,Late Night 8-11 PM,9441752226
CUST02574,Soham Nayak,Delhi,Tier 1,46-60,Male,Organic,Platinum,2023-08-22,Evening 4-8 PM,9648388626
CUST02575,Imran Tiwari,Hyderabad,Tier 1,26-35,Female,Organic,Gold,2023-04-23,Afternoon 10-2 PM,9939637558
CUST02576,Vivek Krishnan,Ahmedabad,Tier 2,18-25,Female,Referral,None,2023-01-26,Evening 4-8 PM,9729391917
CUST02577,Vikram Sethi,Bengaluru,Tier 1,36-45,Male,Organic,Silver,2022-04-20,Morning 6-10 AM,9856313340
CUST02578,Siddharth Das,Mumbai,Tier 1,46-60,Male,Influencer,Silver,2023-05-15,Evening 4-8 PM,9372061315
CUST02579,Bhavya Menon,Mumbai,Tier 1,46-60,Female,Paid Ads,None,2022-09-22,Morning 6-10 AM,9692451326
CUST02580,Deepak Kapoor,Delhi,Tier 1,26-35,Female,Paid Ads,None,2022-09-05,Morning 6-10 AM,9102859112
CUST02581,Dhruv Kapoor,Mumbai,Tier 1,26-35,Male,Influencer,None,2021-12-07,Evening 4-8 PM,9641754631
CUST02582,Neel Shetty,Delhi,Tier 1,26-35,Male,Influencer,Gold,2023-04-13,Evening 4-8 PM,9633542934
CUST02583,Diya Menon,Delhi,Tier 1,18-25,Male,Paid Ads,Silver,2022-01-20,Afternoon 10-2 PM,9501459238
CUST02584,Shubham Choudhary,Mumbai,Tier 1,26-35,Female,Paid Ads,None,2023-12-16,Late Night 8-11 PM,9280160490
CUST02585,Tarun Bajaj,Hyderabad,Tier 1,36-45,Male,Referral,Gold,2023-12-07,Evening 4-8 PM,9952178575
CUST02586,Kritika Bajaj,Lucknow,Tier 2,60+,Male,Influencer,None,2021-08-15,Evening 4-8 PM,9766615069
CUST02587,Vinay Menon,Mumbai,Tier 1,46-60,Male,Organic,None,2021-07-07,Afternoon 10-2 PM,9144079596
CUST02588,Meera Agarwal,Pune,Tier 2,18-25,Male,Paid Ads,Platinum,2021-12-21,Morning 6-10 AM,9839955634
CUST02589,Sanika Khurana,Hyderabad,Tier 1,26-35,Female,Offline,Silver,2021-07-28,Evening 4-8 PM,9266148276
CUST02590,Manish Das,Delhi,Tier 1,18-25,Male,Referral,Silver,2022-05-26,Morning 6-10 AM,9482636984
CUST02591,Aryan Gupta,Bengaluru,Tier 1,26-35,Male,Organic,Platinum,2021-01-22,Morning 6-10 AM,9821252399
CUST02592,Aryan Bhatia,Hyderabad,Tier 1,60+,Female,Paid Ads,Gold,2022-10-03,Afternoon 10-2 PM,9860123760
CUST02593,Rajesh Chatterjee,Delhi,Tier 1,60+,Male,Referral,None,2022-01-12,Evening 4-8 PM,9536593786
CUST02594,Bhuvan Bose,Jaipur,Tier 2,26-35,Male,Paid Ads,Silver,2021-07-30,Morning 6-10 AM,9846008575
CUST02595,Imran Roy,Pune,Tier 2,36-45,Male,Organic,None,2023-12-15,Evening 4-8 PM,9368498504
CUST02596,Vandana Nair,Mumbai,Tier 1,26-35,Male,Influencer,None,2021-11-08,Late Night 8-11 PM,9636034841
CUST02597,Hansika Mishra,Bengaluru,Tier 1,26-35,Female,Influencer,None,2023-02-21,Afternoon 10-2 PM,
CUST02598,Pooja Rathore,Mumbai,Tier 1,36-45,Female,Organic,None,2022-12-09,Morning 6-10 AM,9958620839
CUST02599,Hansika Banerjee,Hyderabad,Tier 1,26-35,Female,Paid Ads,Silver,2022-02-17,Afternoon 10-2 PM,
CUST02600,Keerthi Dubey,Lucknow,Tier 2,46-60,Male,Paid Ads,Gold,2021-09-21,Afternoon 10-2 PM,9597229046
CUST02601,Kabir Bhatia,Jaipur,Tier 2,26-35,Male,Organic,Platinum,2021-04-02,Evening 4-8 PM,9962044760
CUST02602,Rashmi Rao,Hyderabad,Tier 1,46-60,Female,Paid Ads,Gold,2021-03-31,Evening 4-8 PM,
CUST02603,Lakshmi Kapoor,Pune,Tier 2,18-25,Female,Influencer,None,2022-06-24,Evening 4-8 PM,9843662896
CUST02604,Rohit Patel,Lucknow,Tier 2,36-45,Male,Influencer,Platinum,2023-11-01,Evening 4-8 PM,9838531118
CUST02605,Ananya Joshi,Bengaluru,Tier 1,46-60,,Influencer,Gold,2021-10-03,Afternoon 10-2 PM,9669988464
CUST02606,Varun Shukla,Delhi,Tier 1,36-45,Male,Paid Ads,Silver,2022-05-02,Late Night 8-11 PM,9156335813
CUST02607,Ishaan Krishnan,Bengaluru,Tier 1,46-60,Female,Organic,None,2021-07-20,Morning 6-10 AM,9697013957
CUST02608,Prachi Chauhan,Bengaluru,Tier 1,46-60,Male,Referral,None,2021-06-13,Late Night 8-11 PM,9330123335
CUST02609,Mohan Mukherjee,Delhi,Tier 1,18-25,Female,Organic,None,2022-10-23,Late Night 8-11 PM,9871223779
CUST02610,Rajesh Gupta,Delhi,Tier 1,36-45,Female,Organic,None,2021-04-08,Evening 4-8 PM,9572983019
CUST02611,Nikhil Kohli,Mumbai,Tier 1,26-35,Male,Referral,None,2021-04-26,Afternoon 10-2 PM,9337364240
CUST02612,Uma Mishra,Mumbai,Tier 1,26-35,Female,Organic,Gold,2023-11-25,Afternoon 10-2 PM,9903389382
CUST02613,Rekha Roy,Pune,Tier 2,36-45,Male,Influencer,None,2022-01-16,Afternoon 10-2 PM,9276898564
CUST02614,Aarav Yadav,Hyderabad,Tier 1,36-45,Female,Organic,Gold,2021-03-27,Afternoon 10-2 PM,9468130294
CUST02615,Uma Ghosh,Delhi,Tier 1,36-45,Female,Paid Ads,Platinum,2023-10-12,Afternoon 10-2 PM,9528663149
CUST02616,Vivek Shah,Bengaluru,Tier 1,26-35,Male,Organic,Gold,2023-08-31,Morning 6-10 AM,
CUST02617,Meera Singh,Bengaluru,Tier 1,46-60,Male,Paid Ads,None,2022-11-07,Evening 4-8 PM,9640034553
CUST02618,Tarun Bose,Hyderabad,Tier 1,36-45,Male,Organic,None,2021-05-12,Late Night 8-11 PM,9665393090
CUST02619,Kiran Pandey,Bengaluru,Tier 1,26-35,Female,Influencer,Gold,2023-10-07,Evening 4-8 PM,9387999913
CUST02620,Sagar Nayak,Hyderabad,Tier 1,26-35,Female,Referral,None,2021-08-17,Afternoon 10-2 PM,9743012179
CUST02621,Tanmay Sharma,Delhi,Tier 1,46-60,Male,Offline,None,2023-10-30,Afternoon 10-2 PM,
CUST02622,Manish Shetty,Mumbai,Tier 1,18-25,Female,Paid Ads,Silver,2021-11-14,Afternoon 10-2 PM,9235562803
CUST02623,Vishal Nayak,Delhi,Tier 1,36-45,Male,Referral,Gold,2023-02-21,Morning 6-10 AM,
CUST02624,Pallavi Pandey,Hyderabad,Tier 1,36-45,Male,Organic,None,2023-11-03,Evening 4-8 PM,9952157889
CUST02625,Rajan Bajaj,Mumbai,Tier 1,18-25,Female,Paid Ads,Gold,2022-05-11,Morning 6-10 AM,9528564635
CUST02626,Tarun Joshi,Bengaluru,Tier 1,46-60,Male,Organic,Gold,2022-12-08,Evening 4-8 PM,9521927856
CUST02627,Simran Rathore,Mumbai,Tier 1,46-60,Female,Influencer,None,2021-10-10,Afternoon 10-2 PM,
CUST02628,Mohan Mishra,Bengaluru,Tier 1,46-60,,Organic,None,2021-08-08,Afternoon 10-2 PM,9669851549
CUST02629,Rohan Tiwari,Ahmedabad,Tier 2,26-35,Female,Referral,None,2023-01-17,Evening 4-8 PM,9191795596
CUST02630,Sagar Chatterjee,Ahmedabad,Tier 2,36-45,Female,Referral,None,2022-05-19,Evening 4-8 PM,9587466702
CUST02631,Ramesh Bajaj,Bengaluru,Tier 1,18-25,Female,Paid Ads,None,2022-03-22,Afternoon 10-2 PM,9612918429
CUST02632,Pooja Das,Hyderabad,Tier 1,36-45,Male,Paid Ads,None,2021-02-15,Evening 4-8 PM,9188246628
CUST02633,Zara Anand,Hyderabad,Tier 1,36-45,Male,Paid Ads,Gold,2023-02-07,Afternoon 10-2 PM,9827552620
CUST02634,Rajan Joshi,Hyderabad,Tier 1,36-45,Female,Organic,Gold,2021-07-25,Morning 6-10 AM,9681428689
CUST02635,Mihir Yadav,Mumbai,Tier 1,26-35,Female,Paid Ads,Gold,2022-07-12,Afternoon 10-2 PM,9507200851
CUST02636,Aditya Subramaniam,Pune,Tier 2,18-25,Male,Paid Ads,None,2022-06-24,Evening 4-8 PM,9785742036
CUST02637,Neel Choudhary,Ahmedabad,Tier 2,26-35,Male,Paid Ads,None,2023-04-21,Morning 6-10 AM,9251251595
CUST02638,Aditya Bose,Pune,Tier 2,36-45,Female,Organic,Gold,2022-05-09,Afternoon 10-2 PM,9326032381
CUST02639,Suresh Dubey,Bengaluru,Tier 1,18-25,Male,Organic,None,2022-11-14,Morning 6-10 AM,9345582133
CUST02640,Ekta Kapoor,Pune,Tier 2,26-35,Male,Influencer,Silver,2023-09-18,Morning 6-10 AM,9492219007
CUST02641,Urvi Mukherjee,Delhi,Tier 1,26-35,Male,Paid Ads,Gold,2023-09-27,Evening 4-8 PM,9453045244
CUST02642,Sanika Dubey,Ahmedabad,Tier 2,26-35,Female,Organic,None,2023-01-22,Evening 4-8 PM,9118954709
CUST02643,Mihir Tripathi,Ahmedabad,Tier 2,36-45,Female,Paid Ads,None,2022-09-10,Evening 4-8 PM,9638572919
CUST02644,Shreya Mishra,Mumbai,Tier 1,18-25,Female,Influencer,None,2022-06-22,Evening 4-8 PM,9307679625
CUST02645,Nikhil Menon,Bengaluru,Tier 1,36-45,Female,Offline,Gold,2021-01-04,Morning 6-10 AM,9370177789
CUST02646,Amrita Shukla,Bengaluru,Tier 1,36-45,,Referral,None,2023-09-29,Afternoon 10-2 PM,9844676878
CUST02647,Rahul Nair,Bengaluru,Tier 1,36-45,Female,Paid Ads,None,2023-11-28,Late Night 8-11 PM,9404299651
CUST02648,Seema Patel,Bengaluru,Tier 1,18-25,,Referral,Silver,2021-02-09,Afternoon 10-2 PM,9827787048
CUST02649,Arjun Yadav,Mumbai,Tier 1,18-25,Female,Offline,None,2022-07-07,Afternoon 10-2 PM,9564367736
CUST02650,Kunal Jain,Hyderabad,Tier 1,26-35,Female,Paid Ads,None,2021-08-13,Evening 4-8 PM,9970184304
CUST02651,Lavanya Bajaj,Pune,Tier 2,36-45,Female,Paid Ads,None,2022-05-27,Afternoon 10-2 PM,9560029952
CUST02652,Nikhil Sen,Delhi,Tier 1,46-60,Female,Referral,None,2021-04-04,Afternoon 10-2 PM,9242635234
CUST02653,Namrata Bose,Delhi,Tier 1,36-45,Female,Organic,None,2021-08-07,Morning 6-10 AM,9179897839
CUST02654,Aryan Arora,Bengaluru,Tier 1,26-35,Female,Organic,Gold,2022-04-10,Evening 4-8 PM,9341609039
CUST02655,Sachin Choudhary,Bengaluru,Tier 1,36-45,Male,Referral,Platinum,2022-07-03,Evening 4-8 PM,
CUST02656,Lavanya Sharma,Hyderabad,Tier 1,36-45,Female,Referral,None,2023-01-16,Morning 6-10 AM,9491655300
CUST02657,Kavya Roy,Delhi,Tier 1,46-60,Male,Offline,Gold,2023-05-01,Morning 6-10 AM,9969492635
CUST02658,Pankaj Saxena,Delhi,Tier 1,36-45,Male,Influencer,Gold,2023-12-08,Evening 4-8 PM,9211332241
CUST02659,Ishaan Oberoi,Mumbai,Tier 1,18-25,,Influencer,Gold,2021-12-07,Morning 6-10 AM,9505456502
CUST02660,Farhan Kohli,Mumbai,Tier 1,26-35,Female,Paid Ads,None,2022-11-14,Late Night 8-11 PM,9523391898
CUST02661,Ramesh Shukla,Lucknow,Tier 2,60+,Female,Organic,Gold,2022-03-16,Late Night 8-11 PM,9440403630
CUST02662,Chetan Nair,Bengaluru,Tier 1,26-35,Female,Referral,Silver,2022-12-03,Evening 4-8 PM,9583340005
CUST02663,Akash Oberoi,Mumbai,Tier 1,26-35,Male,Paid Ads,None,2021-07-25,Evening 4-8 PM,9999260223
CUST02664,Siddharth Desai,Jaipur,Tier 2,26-35,Male,Referral,None,2023-10-15,Morning 6-10 AM,9820223816
CUST02665,Anika Gupta,Mumbai,Tier 1,26-35,Female,Organic,None,2021-05-03,Morning 6-10 AM,9575577319
CUST02666,Mohan Roy,Mumbai,Tier 1,18-25,Male,Paid Ads,None,2022-08-20,Evening 4-8 PM,9886316777
CUST02667,Shubham Suri,Delhi,Tier 1,36-45,Male,Offline,Gold,2023-08-11,Morning 6-10 AM,9500695256
CUST02668,Shubham Sethi,Mumbai,Tier 1,26-35,Female,Referral,Platinum,2021-07-12,Morning 6-10 AM,
CUST02669,Vidya Mishra,Delhi,Tier 1,36-45,Female,Organic,Silver,2022-04-01,Afternoon 10-2 PM,9820788150
CUST02670,Rajan Sethi,Mumbai,Tier 1,26-35,Male,Referral,None,2021-08-12,Afternoon 10-2 PM,9139733784
CUST02671,Nandini Yadav,Bengaluru,Tier 1,26-35,Female,Paid Ads,None,2021-03-09,Late Night 8-11 PM,9906045994
CUST02672,Aditi Shah,Delhi,Tier 1,26-35,Male,Referral,None,2023-07-12,Morning 6-10 AM,9174250666
CUST02673,Sanika Bajaj,Pune,Tier 2,36-45,Male,Offline,None,2023-03-13,Morning 6-10 AM,
CUST02674,Harini Mukherjee,Bengaluru,Tier 1,46-60,Male,Organic,None,2021-10-11,Late Night 8-11 PM,9284546479
CUST02675,Aarav Iyer,Bengaluru,Tier 1,26-35,Male,Referral,Platinum,2023-11-11,Evening 4-8 PM,9652331781
CUST02676,Dhruv Shah,Mumbai,Tier 1,26-35,Other,Paid Ads,Silver,2022-09-03,Evening 4-8 PM,9785883028
CUST02677,Shreya Sen,Mumbai,Tier 1,26-35,Female,Paid Ads,Gold,2022-09-30,Morning 6-10 AM,9716231329
CUST02678,Omkar Saxena,Mumbai,Tier 1,26-35,Male,Organic,None,2021-04-07,Morning 6-10 AM,9261643050
CUST02679,Nisha Pillai,Jaipur,Tier 2,18-25,Male,Paid Ads,None,2023-09-15,Evening 4-8 PM,
CUST02680,Dhruv Dubey,Bengaluru,Tier 1,18-25,Female,Organic,Silver,2021-02-24,Afternoon 10-2 PM,9637211316
CUST02681,Ayesha Subramaniam,Delhi,Tier 1,36-45,Male,Organic,Silver,2023-02-22,Late Night 8-11 PM,9521079032
CUST02682,Neha Yadav,Bengaluru,Tier 1,36-45,Female,Paid Ads,None,2023-02-28,Morning 6-10 AM,9698452695
CUST02683,Seema Dubey,Delhi,Tier 1,26-35,Female,Influencer,Gold,2022-07-28,Morning 6-10 AM,9804433763
CUST02684,Amrita Naidu,Ahmedabad,Tier 2,36-45,Female,Referral,None,2021-06-13,Morning 6-10 AM,9353761947
CUST02685,Neel Kumar,Mumbai,Tier 1,26-35,Female,Referral,Gold,2023-07-14,Evening 4-8 PM,9636734079
CUST02686,Pankaj Gowda,Ahmedabad,Tier 2,26-35,Female,Paid Ads,None,2023-12-29,Morning 6-10 AM,9852595857
CUST02687,Sneha Srivastava,Ahmedabad,Tier 2,36-45,Female,Paid Ads,Silver,2023-03-04,Late Night 8-11 PM,9410859082
CUST02688,Aryan Dubey,Mumbai,Tier 1,36-45,Female,Influencer,None,2022-09-05,Afternoon 10-2 PM,9226021864
CUST02689,Aryan Chauhan,Mumbai,Tier 1,60+,Female,Paid Ads,Gold,2023-01-12,Evening 4-8 PM,9549175816
CUST02690,Kavya Desai,Bengaluru,Tier 1,36-45,Male,Organic,Gold,2022-03-07,Evening 4-8 PM,9830466821
CUST02691,Mohan Kohli,Mumbai,Tier 1,18-25,Male,Offline,None,2022-12-16,Afternoon 10-2 PM,
CUST02692,Tanmay Kohli,Delhi,Tier 1,36-45,Male,Influencer,Silver,2023-04-16,Evening 4-8 PM,9539984049
CUST02693,Swati Patel,Pune,Tier 2,36-45,Female,Influencer,None,2023-06-19,Evening 4-8 PM,9912681727
CUST02694,Zara Khurana,Hyderabad,Tier 1,46-60,Male,Paid Ads,None,2022-01-12,Afternoon 10-2 PM,9576783515
CUST02695,Deepa Mehta,Mumbai,Tier 1,46-60,Female,Offline,Silver,2023-05-10,Morning 6-10 AM,9134877309
CUST02696,Jhanvi Reddy,Bengaluru,Tier 1,26-35,Male,Organic,Silver,2022-05-11,Late Night 8-11 PM,9762265266
CUST02697,Neha Kapoor,Delhi,Tier 1,26-35,Male,Paid Ads,None,2021-02-26,Evening 4-8 PM,9505708913
CUST02698,Pankaj Saxena,Delhi,Tier 1,26-35,Female,Paid Ads,Silver,2021-09-25,Morning 6-10 AM,9520678942
CUST02699,Ishita Arora,Bengaluru,Tier 1,26-35,Male,Paid Ads,Silver,2021-04-10,Afternoon 10-2 PM,9384435380
CUST02700,Yash Mukherjee,Bengaluru,Tier 1,26-35,Male,Offline,None,2021-08-27,Morning 6-10 AM,9921056754
CUST02701,Aditi Kapoor,Pune,Tier 2,26-35,Male,Paid Ads,Platinum,2021-01-14,Morning 6-10 AM,9540445761
CUST02702,Rajan Iyer,Pune,Tier 2,26-35,Female,Paid Ads,None,2023-05-19,Evening 4-8 PM,9579565455
CUST02703,Anika Oberoi,Delhi,Tier 1,26-35,Male,Referral,Gold,2021-09-08,Morning 6-10 AM,
CUST02704,Deepak Bhatia,Delhi,Tier 1,60+,Female,Paid Ads,None,2022-03-04,Late Night 8-11 PM,9810637925
CUST02705,Swati Khurana,Mumbai,Tier 1,26-35,Male,Influencer,None,2022-02-20,Afternoon 10-2 PM,9370151616
CUST02706,Rajesh Khurana,Pune,Tier 2,26-35,Male,Paid Ads,Platinum,2023-03-15,Morning 6-10 AM,9108957120
CUST02707,Lakshmi Agarwal,Bengaluru,Tier 1,36-45,Male,Organic,Silver,2021-03-26,Morning 6-10 AM,9463435163
CUST02708,Kavya Verma,Hyderabad,Tier 1,18-25,Male,Referral,None,2021-06-18,Evening 4-8 PM,9419499873
CUST02709,Pooja Gupta,Bengaluru,Tier 1,26-35,Female,Referral,Silver,2021-05-20,Evening 4-8 PM,9535714489
CUST02710,Suresh Chatterjee,Bengaluru,Tier 1,36-45,Male,Organic,Gold,2023-07-06,Morning 6-10 AM,9154546924
CUST02711,Tanmay Mishra,Bengaluru,Tier 1,18-25,Female,Referral,Gold,2022-01-22,Morning 6-10 AM,9499929211
CUST02712,Uday Rao,Delhi,Tier 1,46-60,Female,Organic,Platinum,2021-01-22,Afternoon 10-2 PM,9378760265
CUST02713,Bhuvan Rao,Bengaluru,Tier 1,26-35,Male,Organic,Gold,2023-12-25,Evening 4-8 PM,9766751583
CUST02714,Aarav Joshi,Hyderabad,Tier 1,26-35,Female,Paid Ads,None,2023-09-17,Afternoon 10-2 PM,
CUST02715,Chetan Khurana,Mumbai,Tier 1,18-25,Male,Paid Ads,Silver,2022-12-24,Afternoon 10-2 PM,9260411226
CUST02716,Soham Shetty,Lucknow,Tier 2,18-25,Male,Referral,None,2023-09-04,Morning 6-10 AM,9737147442
CUST02717,Rohit Agarwal,Jaipur,Tier 2,60+,Female,Paid Ads,Silver,2021-09-13,Morning 6-10 AM,9961218558
CUST02718,Sneha Singh,Hyderabad,Tier 1,26-35,Male,Organic,None,2022-11-16,Evening 4-8 PM,9847314813
CUST02719,Rajesh Kumar,Ahmedabad,Tier 2,26-35,Female,Influencer,None,2021-11-21,Afternoon 10-2 PM,9185607758
CUST02720,Vishal Malhotra,Delhi,Tier 1,36-45,Male,Referral,None,2023-08-21,Late Night 8-11 PM,9793383880
CUST02721,Suresh Chauhan,Delhi,Tier 1,26-35,Female,Organic,None,2022-02-09,Evening 4-8 PM,9426740348
CUST02722,Suresh Jain,Hyderabad,Tier 1,26-35,Female,Influencer,Gold,2021-08-14,Afternoon 10-2 PM,9863434701
CUST02723,Neel Subramaniam,Ahmedabad,Tier 2,26-35,Female,Organic,None,2021-04-07,Morning 6-10 AM,9673314731
CUST02724,Imran Das,Hyderabad,Tier 1,18-25,Male,Influencer,None,2021-03-04,Late Night 8-11 PM,9110183118
CUST02725,Shubham Anand,Hyderabad,Tier 1,26-35,Male,Paid Ads,Gold,2021-12-10,Morning 6-10 AM,9845038961
CUST02726,Ishaan Sen,Ahmedabad,Tier 2,26-35,Male,Organic,Silver,2022-04-18,Afternoon 10-2 PM,9870766683
CUST02727,Girish Mehta,Jaipur,Tier 2,46-60,Female,Organic,None,2021-08-21,Morning 6-10 AM,9295720710
CUST02728,Bhavya Kapoor,Bengaluru,Tier 1,26-35,Female,Paid Ads,None,2021-01-27,Late Night 8-11 PM,9660174718
CUST02729,Ekta Naidu,Bengaluru,Tier 1,26-35,Other,Referral,Platinum,2022-07-13,Late Night 8-11 PM,9269559542
CUST02730,Hansika Malhotra,Delhi,Tier 1,46-60,Female,Referral,None,2023-05-05,Morning 6-10 AM,9616791389
CUST02731,Deepa Banerjee,Pune,Tier 2,26-35,Female,Referral,None,2021-12-01,Morning 6-10 AM,9936844770
CUST02732,Ravi Sharma,Bengaluru,Tier 1,18-25,Male,Referral,None,2021-03-19,Morning 6-10 AM,9564204314
CUST02733,Sonali Tiwari,Bengaluru,Tier 1,18-25,Female,Paid Ads,None,2023-10-28,Morning 6-10 AM,9857701919
CUST02734,Pankaj Suri,Bengaluru,Tier 1,46-60,Female,Organic,Platinum,2021-09-13,Evening 4-8 PM,9254198191
CUST02735,Ayesha Tripathi,Pune,Tier 2,26-35,Female,Influencer,None,2022-04-06,Morning 6-10 AM,9348246601
CUST02736,Seema Kohli,Hyderabad,Tier 1,18-25,Male,Organic,None,2022-01-11,Evening 4-8 PM,9287386713
CUST02737,Yash Anand,Delhi,Tier 1,26-35,Male,Organic,Silver,2023-11-13,Evening 4-8 PM,9121146078
CUST02738,Neha Bose,Jaipur,Tier 2,26-35,Female,Influencer,None,2022-01-06,Morning 6-10 AM,9208953506
CUST02739,Kavya Das,Ahmedabad,Tier 2,36-45,Female,Organic,Gold,2023-02-06,Afternoon 10-2 PM,9268880832
CUST02740,Neha Banerjee,Mumbai,Tier 1,18-25,Female,Paid Ads,Gold,2021-09-28,Morning 6-10 AM,9623420891
CUST02741,Sandeep Banerjee,Hyderabad,Tier 1,26-35,Female,Organic,None,2022-07-01,Afternoon 10-2 PM,9393542591
CUST02742,Imran Hegde,Mumbai,Tier 1,36-45,Male,Paid Ads,None,2021-06-11,Morning 6-10 AM,9972965227
CUST02743,Deepak Iyer,Bengaluru,Tier 1,26-35,Male,Influencer,Silver,2023-11-25,Late Night 8-11 PM,9367862292
CUST02744,Uma Krishnan,Ahmedabad,Tier 2,26-35,Male,Referral,None,2022-09-28,Morning 6-10 AM,9918289697
CUST02745,Ekta Saxena,Lucknow,Tier 2,46-60,Male,Referral,None,2022-10-06,Evening 4-8 PM,9521263136
CUST02746,Neha Kumar,Delhi,Tier 1,60+,Female,Organic,Silver,2022-05-19,Morning 6-10 AM,9229197565
CUST02747,Ishita Kamath,Pune,Tier 2,46-60,Female,Influencer,Gold,2023-06-05,Evening 4-8 PM,9936556320
CUST02748,Simran Gupta,Mumbai,Tier 1,26-35,Male,Organic,Platinum,2023-03-01,Evening 4-8 PM,9800220378
CUST02749,Soham Dubey,Delhi,Tier 1,46-60,Male,Referral,Silver,2023-05-16,Evening 4-8 PM,9145132431
